ds,y,unique_id
1341,1208.5,platinum
1342,1233.1,platinum
1343,1236.0,platinum
1344,1245.2,platinum
1345,1249.5,platinum
1346,1212.2,platinum
1347,1201.1,platinum
1348,1208.7,platinum
1349,1203.2,platinum
1350,1233.6,platinum
1351,1235.3,platinum
1352,1232.3,platinum
1353,1260.9,platinum
1354,1257.9,platinum
1355,1261.25,platinum
1356,1269.0,platinum
1357,1244.8,platinum
1358,1229.2,platinum
1359,1209.7,platinum
1360,1226.1,platinum
1361,1231.4,platinum
1362,1247.9,platinum
1363,1228.7,platinum
1364,1205.0,platinum
1365,1208.5,platinum
1366,1173.4,platinum
1367,1174.6,platinum
1368,1181.6,platinum
1369,1201.0,platinum
1370,1201.6,platinum
1371,1183.4,platinum
1372,1186.6,platinum
1373,1187.45,platinum
1374,1193.4,platinum
1375,1203.8,platinum
1376,1196.7,platinum
1377,1166.6,platinum
1378,1168.5,platinum
1379,1170.6,platinum
1380,1178.8,platinum
1381,1166.4,platinum
1382,1155.7,platinum
1383,1150.1,platinum
1384,1155.0,platinum
1385,1144.15,platinum
1386,1169.2,platinum
1387,1152.7,platinum
1388,1145.9,platinum
1389,1059.1,platinum
1390,1045.2,platinum
1391,1039.1,platinum
1392,1054.1,platinum
1393,1072.9,platinum
1394,1089.5,platinum
1395,1096.1,platinum
1396,1105.7,platinum
1397,1114.7,platinum
1398,1099.2,platinum
1399,1070.6,platinum
1400,1072.9,platinum
1401,1080.9,platinum
1402,1087.7,platinum
1403,1101.9,platinum
1404,1084.0,platinum
1405,1081.9,platinum
1406,1074.5,platinum
1407,1095.7,platinum
1408,1096.0,platinum
1409,1123.0,platinum
1410,1111.2,platinum
1411,1128.1,platinum
1412,1137.7,platinum
1413,1108.5,platinum
1414,1104.2,platinum
1415,1071.4,platinum
1416,1065.2,platinum
1417,1075.3,platinum
1418,1090.6,platinum
1419,1061.4,platinum
1420,1062.0,platinum
1421,1070.0,platinum
1422,1049.5,platinum
1423,1058.1,platinum
1424,1070.6,platinum
1425,1051.5,platinum
1426,1051.75,platinum
1427,1058.9,platinum
1428,1049.9,platinum
1429,1024.1,platinum
1430,1008.4,platinum
1431,974.9,platinum
1432,956.95,platinum
1433,973.6,platinum
1434,989.2,platinum
1435,1017.9,platinum
1436,1020.1,platinum
1437,1028.2,platinum
1438,1023.55,platinum
1439,1023.1,platinum
1440,996.2,platinum
1441,998.6,platinum
1442,972.8,platinum
1443,995.7,platinum
1444,988.45,platinum
1445,1015.9,platinum
1446,1013.0,platinum
1447,996.5,platinum
1448,978.5,platinum
1449,1007.4,platinum
1450,1009.8,platinum
1451,1004.9,platinum
1452,1016.9,platinum
1453,1002.4,platinum
1454,996.9,platinum
1455,1024.5,platinum
1456,1019.7,platinum
1457,1018.3,platinum
1458,998.9,platinum
1459,979.1,platinum
1460,977.5,platinum
1461,959.6,platinum
1462,956.1,platinum
1463,960.2,platinum
1464,941.1,platinum
1465,932.9,platinum
1466,925.6,platinum
1467,932.6,platinum
1468,932.9,platinum
1469,899.4,platinum
1470,950.8,platinum
1471,999.8,platinum
1472,995.4,platinum
1473,976.3,platinum
1474,979.8,platinum
1475,977.8,platinum
1476,961.3,platinum
1477,947.0,platinum
1478,962.4,platinum
1479,973.6,platinum
1480,978.5,platinum
1481,961.6,platinum
1482,959.8,platinum
1483,977.2,platinum
1484,985.3,platinum
1485,1028.2,platinum
1486,1021.5,platinum
1487,1006.9,platinum
1488,1011.7,platinum
1489,1024.2,platinum
1490,1052.3,platinum
1491,1058.9,platinum
1492,1058.35,platinum
1493,1037.9,platinum
1494,1047.1,platinum
1495,1052.3,platinum
1496,1049.7,platinum
1497,1052.1,platinum
1498,1046.6,platinum
1499,1063.8,platinum
1500,1032.9,platinum
1501,1019.3,platinum
1502,1025.3,platinum
1503,1021.7,platinum
1504,1021.5,platinum
1505,1068.1,platinum
1506,1040.3,platinum
1507,1023.3,platinum
1508,1030.3,platinum
1509,1036.9,platinum
1510,1037.65,platinum
1511,1061.1,platinum
1512,1062.4,platinum
1513,1077.9,platinum
1514,1095.5,platinum
1515,1090.1,platinum
1516,1091.8,platinum
1517,1097.8,platinum
1518,1075.6,platinum
1519,1070.1,platinum
1520,1057.5,platinum
1521,1037.6,platinum
1522,1031.6,platinum
1523,1016.7,platinum
1524,966.1,platinum
1525,977.4,platinum
1526,990.9,platinum
1527,954.9,platinum
1528,978.4,platinum
1529,966.4,platinum
1530,929.2,platinum
1531,936.6,platinum
1532,934.0,platinum
1533,927.1,platinum
1534,934.65,platinum
1535,937.4,platinum
1536,951.0,platinum
1537,957.0,platinum
1538,938.6,platinum
1539,935.1,platinum
1540,940.45,platinum
1541,924.9,platinum
1542,911.0,platinum
1543,894.1,platinum
1544,927.1,platinum
1545,932.9,platinum
1546,921.8,platinum
1547,922.6,platinum
1548,924.4,platinum
1549,963.7,platinum
1550,972.2,platinum
1551,966.85,platinum
1552,971.0,platinum
1553,979.8,platinum
1554,969.7,platinum
1555,964.6,platinum
1556,966.2,platinum
